created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,target,paslon,date,lowercase
2023-12-17 05:48:51+07:00,1736156460386824587,"di Bandung atau di Jabar penggunaan kata Anjing"" itu sudah biasa dan dipakai sehari-hari dlm bahasa pergaulan masyarakat. Kadang2x diplesetkan jd Anjiir  anjis  anjay dll Jd ga usah Baper ya....drun Baru di katain NDASMU aja udah kejang2x klojotan Cengeng dikau...ah. 🤣🤣🤣🤣 https://t.co/f96YSiP919""",3,152,4,29,id,1218988439514693633,1736156460386824587,tukangaduayam,https://twitter.com/tukangaduayam/status/1736156460386824587,https://pbs.twimg.com/ext_tw_video_thumb/1736156366543486976/pu/img/hHxWBtrxfXednpYl.jpg,Hadramaut -Yaman,Pres,Anies,P1,2023-12-17,"di bandung atau di jabar penggunaan kata anjing"" itu sudah biasa dan dipakai sehari-hari dlm bahasa pergaulan masyarakat. kadang2x diplesetkan jd anjiir  anjis  anjay dll jd ga usah baper ya....drun baru di katain ndasmu aja udah kejang2x klojotan cengeng dikau...ah. 🤣🤣🤣🤣 https://t.co/f96ysip919"""
2023-12-15 16:06:25+07:00,1735587102686081419,"Dari dulu bilangnya siap mati  siap mati"". Ya udah kalo mau mati  mati aja sono  biar gua yang gantiin elo jadi Capres. https://t.co/rBs1HHhJES""",2,13,28,146,id,1463720993176784901,1735587102686081419,Omnya_Gibran,https://twitter.com/Omnya_Gibran/status/1735587102686081419,https://pbs.twimg.com/media/GBYLRbGasAAGMFU.jpg,,Wapres,Gibran,P2,2023-12-15,"dari dulu bilangnya siap mati  siap mati"". ya udah kalo mau mati  mati aja sono  biar gua yang gantiin elo jadi capres. https://t.co/rbs1hhhjes"""
2023-12-14 19:18:18+07:00,1735273003003593174,Gunakan anak-anak yang sudah wafat sebagai alat politik untuk menyerang dan menjatuhkan yang lain ... ini cara-cara orang yang tidak punya etika politik   https://t.co/fkqd5sZzVJ,14,249,45,136,id,576755999,1735273003003593174,bengkeldodo,https://twitter.com/bengkeldodo/status/1735273003003593174,,"Kebumen, Indonesia",Pres,Anies,P1,2023-12-14,gunakan anak-anak yang sudah wafat sebagai alat politik untuk menyerang dan menjatuhkan yang lain ... ini cara-cara orang yang tidak punya etika politik   https://t.co/fkqd5szzvj
2023-12-17 03:08:13+07:00,1736116039078015371,Ini media online gimana sih ? Jelas lagi jadi cawapres berita begini di upload hah.....bikin puyeng aje !! https://t.co/Fgmdo0lE5w,2,2,5,12,id,1164237287913164801,1736116039078015371,Dagdigduq,https://twitter.com/Dagdigduq/status/1736116039078015371,,,Wapres,Gibran,P2,2023-12-17,ini media online gimana sih ? jelas lagi jadi cawapres berita begini di upload hah.....bikin puyeng aje !! https://t.co/fgmdo0le5w
2023-12-19 22:16:44+07:00,1737129846684496339,Sudah sehina dan serendah ini kah @PartaiSocmed menyebarkan video HOAX? 1 segmen utuh video ini dibuat dan direkayasa sedemikian rupa untuk memfitnah ke @cakimiNOW. Luar biasa! https://t.co/NlGd1Nc7eN,17,74,346,570,id,836539655478624258,1737129846684496339,aniesmania,https://twitter.com/aniesmania/status/1737129846684496339,https://pbs.twimg.com/ext_tw_video_thumb/1737129299566821376/pu/img/8qZkIw3W5MNrFz04.jpg,,Pres,Anies,P1,2023-12-19,sudah sehina dan serendah ini kah @partaisocmed menyebarkan video hoax? 1 segmen utuh video ini dibuat dan direkayasa sedemikian rupa untuk memfitnah ke @cakiminow. luar biasa! https://t.co/nlgd1nc7en
2023-12-22 15:41:07+07:00,1738117449781035253,Drop Di Koment  Absen Dari Kota Mana + Sertakan 2 Tagar #CakIminMenangDebat ✅ RT Ya biar Banyak Yang isi,16,92,129,178,id,1335552103457034240,1738117449781035253,SOBAT_ANIES,https://twitter.com/SOBAT_ANIES/status/1738117449781035253,,"Surakarta, Jawa Tengah",Pres,Anies,P1,2023-12-22,drop di koment  absen dari kota mana + sertakan 2 tagar #cakiminmenangdebat ✅ rt ya biar banyak yang isi
2023-12-18 15:38:38+07:00,1736667272251629870,Apresiasinya @jokowi utk Kapolri @ListyoSigitP dan @erickthohir yg tetap konsisten melawan mafia bola. @TsamaraDKI @aryasinulingga @bahlillahadalia   @Naz_lira @ekowboy2 @SastroMedia  https://t.co/dF14ms02km https://t.co/ttxvUgkyKx,0,5,23,23,id,704806914794790912,1736667272251629870,JerrodSchaeffer,https://twitter.com/JerrodSchaeffer/status/1736667272251629870,https://pbs.twimg.com/ext_tw_video_thumb/1736667178970365952/pu/img/O1zcvdzD3-5CsThn.jpg,"Saskatchewan, Canada",Pres,Prabowo,P2,2023-12-18,apresiasinya @jokowi utk kapolri @listyosigitp dan @erickthohir yg tetap konsisten melawan mafia bola. @tsamaradki @aryasinulingga @bahlillahadalia   @naz_lira @ekowboy2 @sastromedia  https://t.co/df14ms02km https://t.co/ttxvugkykx
2023-12-18 18:40:44+07:00,1736713102354506068,Hai #SangKesatria udah saatnya nih Kesatria Bengawan Solo meet the Fans Kapan tuhh?? 🖤💛 Senin  18 Desember 2023 At GOR Sritex Arena Surakarta  FREE ENTRY Jadi langsung aja ya #SangKesatria di GOR Sritex Arena #kesatriabengawansolo #SangKesatria #kesatriasolo #cahsolo https://t.co/GOKVeuGAQ2,10,600,123,490,id,1356478042797797377,1736713102354506068,gibran_tweet,https://twitter.com/gibran_tweet/status/1736713102354506068,https://pbs.twimg.com/media/GBoLXASaIAACk2t.jpg,,Wapres,Gibran,P2,2023-12-18,hai #sangkesatria udah saatnya nih kesatria bengawan solo meet the fans kapan tuhh?? 🖤💛 senin  18 desember 2023 at gor sritex arena surakarta  free entry jadi langsung aja ya #sangkesatria di gor sritex arena #kesatriabengawansolo #sangkesatria #kesatriasolo #cahsolo https://t.co/gokveugaq2
2023-12-28 07:36:30+07:00,1740169820371619906,Pasti aslinya si Samsul gak paham... Asal nge jeplak https://t.co/OrjpwX6lCR,2,6,6,31,id,1135182840511885313,1740169820371619906,Ryu53944310,https://twitter.com/Ryu53944310/status/1740169820371619906,https://pbs.twimg.com/media/GCZTLj7bQAE98Pk.jpg,"Kebayoran Lama, Indonesia",Wapres,Mahfud,P3,2023-12-28,pasti aslinya si samsul gak paham... asal nge jeplak https://t.co/orjpwx6lcr
2023-12-23 02:52:55+07:00,1738286515124629749,@WanDAP90 Ada belajar pasal Royalty tak? Sama je mcm starbuck  mcd  kfc  semua buat kat Malaysia  but royalty mengalir ke mana? Dekat sesuatu negara yg support yahudi. Kalau tada income royalty mcm mana nak bg anak b4bi ni mkn nanti. Melain kn dorg tukar nama brand mcm rusia buat. https://t.co/gLLWahI2R7,0,0,19,67,id,778191265,1738095839774642241,AlimMuhaimin1,https://twitter.com/AlimMuhaimin1/status/1738286515124629749,https://pbs.twimg.com/media/GB-iXfYbkAAW72J.jpg,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Wapres,Imin,P1,2023-12-23,@wandap90 ada belajar pasal royalty tak? sama je mcm starbuck  mcd  kfc  semua buat kat malaysia  but royalty mengalir ke mana? dekat sesuatu negara yg support yahudi. kalau tada income royalty mcm mana nak bg anak b4bi ni mkn nanti. melain kn dorg tukar nama brand mcm rusia buat. https://t.co/gllwahi2r7
2023-12-28 20:40:03+07:00,1740367005910450252,Generasi Milenial dan Generasi Z memegang peranan penting dalam Pemilu 2024. Hal ini dikarenakan mereka berkontribusi atas 40% dari seluruh DPT terdaftar untuk Pemilu 2024. Peran penting tersebut mengharuskan generasi muda untuk dapat memilih Paslon yang benar-benar mengajukan… https://t.co/NwAJ0rTMPh,0,0,6,7,id,1230994530083565568,1740367005910450252,sahabatganjar,https://twitter.com/sahabatganjar/status/1740367005910450252,https://pbs.twimg.com/ext_tw_video_thumb/1740363353149825024/pu/img/874YKcJOOLYBO3Y_.jpg,,Pres,Ganjar,P3,2023-12-28,generasi milenial dan generasi z memegang peranan penting dalam pemilu 2024. hal ini dikarenakan mereka berkontribusi atas 40% dari seluruh dpt terdaftar untuk pemilu 2024. peran penting tersebut mengharuskan generasi muda untuk dapat memilih paslon yang benar-benar mengajukan… https://t.co/nwaj0rtmph
2023-12-09 22:12:28+07:00,1733504893128966174,@tempodotco Ayok buzzer wowo semangat belainnya https://t.co/tUyhTK4NMe,0,1,3,20,id,1694336158912884736,1733504552639635657,arssene890,https://twitter.com/arssene890/status/1733504893128966174,https://pbs.twimg.com/media/GA6lg0waAAEVF5Y.jpg,"Jawa Tengah, semarang",Wapres,Gibran,P2,2023-12-09,@tempodotco ayok buzzer wowo semangat belainnya https://t.co/tuyhtk4nme
2023-12-06 14:55:21+07:00,1732307727282807040,@Gerindra padahal wadas ditindas sama anak buah jokowi 😅 https://t.co/LCVVwOGYBn,0,6,6,79,id,1694336158912884736,1732300566850871735,arssene890,https://twitter.com/arssene890/status/1732307727282807040,https://pbs.twimg.com/media/GApksUcb0AAkLPf.jpg,"Jawa Tengah, semarang",Wapres,Gibran,P2,2023-12-06,@gerindra padahal wadas ditindas sama anak buah jokowi 😅 https://t.co/lcvvwogybn
2023-12-23 23:36:52+07:00,1738599562972197138,"https://t.co/SieghXnyRh  Semua cawapres pake alat yang sama. Semua cawapres pake 3 mic untuk antisipasi ada mic yang mati "" kata Ketua KPU RI Hasyim Asy'ari.""",0,0,0,0,id,223767107,1738599562972197138,wpamuji,https://twitter.com/wpamuji/status/1738599562972197138,,Jakarta,Wapres,Gibran,P2,2023-12-23,"https://t.co/sieghxnyrh  semua cawapres pake alat yang sama. semua cawapres pake 3 mic untuk antisipasi ada mic yang mati "" kata ketua kpu ri hasyim asy'ari."""
2023-12-28 16:56:24+07:00,1740310721379148106,😃 Andai saja umpan lambung itu d smash dengan baik VALUE-nya naik. Masyarakat akan lebih tau apa program 01 untuk pengungsi baik Rohingya  dll  Misal : Team kita Siap dengan antisipasi hal demikian dengan seperti 👇 https://t.co/QPXRThD0qW  Keren loh itu😍,0,0,2,1,id,293624229,1740310721379148106,RheinaHerlina,https://twitter.com/RheinaHerlina/status/1740310721379148106,,tangerang city,Pres,Anies,P1,2023-12-28,😃 andai saja umpan lambung itu d smash dengan baik value-nya naik. masyarakat akan lebih tau apa program 01 untuk pengungsi baik rohingya  dll  misal : team kita siap dengan antisipasi hal demikian dengan seperti 👇 https://t.co/qpxrthd0qw  keren loh itu😍
2023-12-10 21:50:29+07:00,1733861750490140963,Mau dip0les seperti apapun  Wowo tetap gak l4ku 😂 Str4tegi lama  rasa baru 🤣 https://t.co/mCTqB4RXxz,1,19,63,287,id,576025157,1733861750490140963,anies_maniaa,https://twitter.com/anies_maniaa/status/1733861750490140963,https://pbs.twimg.com/ext_tw_video_thumb/1733861717598453760/pu/img/y81vWMm42I_UNXdP.jpg,Indonesia ,Pres,Anies,P1,2023-12-10,mau dip0les seperti apapun  wowo tetap gak l4ku 😂 str4tegi lama  rasa baru 🤣 https://t.co/mctqb4rxxz
2023-12-11 15:21:26+07:00,1734126230511976521,Aturan nya udah jelas. Samsul akan stop kalo ditegur.  Ibarat maling akan terus mencuri sampe ditangkep https://t.co/LHADbMh2tS,3,9,14,32,id,1424576072532709382,1734126230511976521,KangDickyAjah,https://twitter.com/KangDickyAjah/status/1734126230511976521,,,Wapres,Gibran,P2,2023-12-11,aturan nya udah jelas. samsul akan stop kalo ditegur.  ibarat maling akan terus mencuri sampe ditangkep https://t.co/lhadbmh2ts
2023-12-21 09:26:28+07:00,1737660779330232337,Siap pagi Indonesia.. Apel bareng Satgassus Cawapres  pakai sarung.. 😄 https://t.co/vpfnTahH7F,11,78,522,2389,id,1490116879,1737660779330232337,cakimiNOW,https://twitter.com/cakimiNOW/status/1737660779330232337,https://pbs.twimg.com/media/GB1pQyXa0AA85ho.jpg,Indonesia,Wapres,Imin,P1,2023-12-21,siap pagi indonesia.. apel bareng satgassus cawapres  pakai sarung.. 😄 https://t.co/vpfntahh7f
2023-12-19 16:50:08+07:00,1737047653350031526,Waduh  ndas etikmu berlanjuuuut nih. Pemilu 2019 boyolali yg kena  pemilu sekarang Banyumas. Hati2 jaga pernyataan ya  https://t.co/GoNqEO7ssS,1,10,46,138,id,102540465,1737047653350031526,nongandah,https://twitter.com/nongandah/status/1737047653350031526,,"ÜT: -6.306199,106.826988",Pres,Prabowo,P2,2023-12-19,waduh  ndas etikmu berlanjuuuut nih. pemilu 2019 boyolali yg kena  pemilu sekarang banyumas. hati2 jaga pernyataan ya  https://t.co/gonqeo7sss
2023-12-16 01:56:57+07:00,1735735714967589135,@ekowboy2 Jadi mau nanya ke si Babeh  gmn perasaannya yg selama ini katanya paling bela Palestine smp di blacklist sama Arab Saudi tapi satu kolam sama Abu Janda yg pro Israel  bersinergi utk memenangkan capres yg hendak menormalisasi hubungan Indonesia dgn Israel?  https://t.co/wib8bEuq1P,0,3,16,67,id,803264418205138945,1735664290403582431,julsdaelani,https://twitter.com/julsdaelani/status/1735735714967589135,,"Jakarta Capital Region, Indone",Pres,Prabowo,P2,2023-12-16,@ekowboy2 jadi mau nanya ke si babeh  gmn perasaannya yg selama ini katanya paling bela palestine smp di blacklist sama arab saudi tapi satu kolam sama abu janda yg pro israel  bersinergi utk memenangkan capres yg hendak menormalisasi hubungan indonesia dgn israel?  https://t.co/wib8beuq1p
2023-12-08 09:06:53+07:00,1732944808812163358,Siapapun KECIL KEMUNGKINAN Menang 1 Putaran. Jadi Persiapkan Perjuangan Panjang 7 Bulan Kedepan. 02 vs 03 Biar Bertarung Terus  Karna Nanti Salah Satunya Akan Jadi Kawan Kita Di Babak ke 2. Fokus Kita Menghimpun Sebanyak Banyaknya Dukungan Dari Berbagai Pihak. 👉 Setuju RT,3,20,224,376,id,1335552103457034240,1732944808812163358,sobat_anies,https://twitter.com/sobat_anies/status/1732944808812163358,,"Surakarta, Jawa Tengah",Pres,Anies,P1,2023-12-08,siapapun kecil kemungkinan menang 1 putaran. jadi persiapkan perjuangan panjang 7 bulan kedepan. 02 vs 03 biar bertarung terus  karna nanti salah satunya akan jadi kawan kita di babak ke 2. fokus kita menghimpun sebanyak banyaknya dukungan dari berbagai pihak. 👉 setuju rt
2023-12-14 11:01:54+07:00,1735148080780161387,Pak Jokowi coba anaknya ini diajarin soal etika dan sopan santun ketimuran.. Dah berapa kali melanggar aturan KPU..   Jangan cuma bisanya suruh rakyat yang menilai..   https://t.co/3ywCiHkvpC,7,69,157,527,id,214159664,1735148080780161387,Paltiwest,https://twitter.com/Paltiwest/status/1735148080780161387,,"Medan dan Jakarta, Indonesia",Wapres,Gibran,P2,2023-12-14,pak jokowi coba anaknya ini diajarin soal etika dan sopan santun ketimuran.. dah berapa kali melanggar aturan kpu..   jangan cuma bisanya suruh rakyat yang menilai..   https://t.co/3ywcihkvpc
2023-12-23 11:10:58+07:00,1738411854685499573,Kami membuka diri untuk berdiskusi  berdialog pada semua tema karena kami percaya rakyat Indonesia apalagi generasi mudanya berhak untuk bisa membandingkan gagasan dari masing-masing calon presiden.  Lengkapnya  teman-teman bisa tonton di YouTube Channel Total Politik.… https://t.co/ghFRB3gzKe,57,162,2223,5909,id,110312278,1738411854685499573,aniesbaswedan,https://twitter.com/aniesbaswedan/status/1738411854685499573,https://pbs.twimg.com/ext_tw_video_thumb/1738411177489924096/pu/img/kbyxG1LPRWIWIbbZ.jpg,Indonesia,Pres,Anies,P1,2023-12-23,kami membuka diri untuk berdiskusi  berdialog pada semua tema karena kami percaya rakyat indonesia apalagi generasi mudanya berhak untuk bisa membandingkan gagasan dari masing-masing calon presiden.  lengkapnya  teman-teman bisa tonton di youtube channel total politik.… https://t.co/ghfrb3gzke
2023-12-07 18:39:54+07:00,1732726626163789946,NYALON NYA LEWAT JALUR HARAM... SOK SOK AN MAU YANG SERBA RESMI 🤣🤣🤣  dasar #AsamSulfat   https://t.co/A88YUDkXN3,4,7,51,81,id,1604091267834474498,1732726626163789946,Muslim_AntiPKI9,https://twitter.com/Muslim_AntiPKI9/status/1732726626163789946,,,Wapres,Gibran,P2,2023-12-07,nyalon nya lewat jalur haram... sok sok an mau yang serba resmi 🤣🤣🤣  dasar #asamsulfat   https://t.co/a88yudkxn3
2023-12-18 10:49:36+07:00,1736594534765916261,@PartaiSocmed Wih Mbak Inayah berani banget 👏  #ndasmuetik https://t.co/YH3fucGzRW,3,5,54,132,id,836539655478624258,1736589729154626033,aniesmania,https://twitter.com/aniesmania/status/1736594534765916261,https://pbs.twimg.com/ext_tw_video_thumb/1736594458815410176/pu/img/Oak0Y59ZdoKQQqTQ.jpg,,Pres,Anies,P1,2023-12-18,@partaisocmed wih mbak inayah berani banget 👏  #ndasmuetik https://t.co/yh3fucgzrw
2023-12-22 20:26:14+07:00,1738189202934960216,Cak @cakimiNOW yang paling penting adalah kemampuan membaca skala prioritas. Seluruh proyek besar yang ambisius  IKN salah satunya  padahal dananya bisa untuk membangun seluruh jalan atau sekolah yang di Kalimantan. https://t.co/xijKmcIrdH,6,17,301,701,id,1493158746205614080,1738189202934960216,LANGKAHANIES,https://twitter.com/LANGKAHANIES/status/1738189202934960216,https://pbs.twimg.com/ext_tw_video_thumb/1738188913548853249/pu/img/DvdmpK3FIvdmx_EV.jpg,,Pres,Anies,P1,2023-12-22,cak @cakiminow yang paling penting adalah kemampuan membaca skala prioritas. seluruh proyek besar yang ambisius  ikn salah satunya  padahal dananya bisa untuk membangun seluruh jalan atau sekolah yang di kalimantan. https://t.co/xijkmcirdh
2023-12-16 11:38:08+07:00,1735881974945132702,Balik ke setelan pabrik 😊  #gemoysian #tantrum #ndasmu https://t.co/MIoOQlKl0i,14,25,183,388,id,836539655478624258,1735881974945132702,aniesmania,https://twitter.com/aniesmania/status/1735881974945132702,https://pbs.twimg.com/ext_tw_video_thumb/1735881914169630720/pu/img/Cu2c8f_DJV0TDap0.jpg,,Pres,Anies,P1,2023-12-16,balik ke setelan pabrik 😊  #gemoysian #tantrum #ndasmu https://t.co/miooqlkl0i
2023-12-11 19:40:08+07:00,1734191333529858366,Itu dia bilang program tsb sudah jalan di 76 negara dan dirasakan oleh 400 juta anak (2:40). Ini pendukung capres mana sih biar gue tandain.  https://t.co/e0OpgyQHHl,3,5,26,39,id,36551612,1734191333529858366,catuaries,https://twitter.com/catuaries/status/1734191333529858366,,"-6.769565940997219, 106.963877",Wapres,Gibran,P2,2023-12-11,itu dia bilang program tsb sudah jalan di 76 negara dan dirasakan oleh 400 juta anak (2:40). ini pendukung capres mana sih biar gue tandain.  https://t.co/e0opgyqhhl
2023-12-23 08:34:23+07:00,1738372447563600367,yang bisa dilakukan moderator ketika debat: 1. mempersilakan penanya untuk menjelaskan kepanjangan SGIE secara singkat dalam kapasitas menjawab 2. memperingatkan untuk menjelaskan akronim2 yang dipakai  pun moderator ga tau maksudnya  tapi moderator di sini cuma jd time keeper 😂,0,0,9,35,id,81403525,1738372447563600367,gibsgibgib,https://twitter.com/gibsgibgib/status/1738372447563600367,,,Wapres,Gibran,P2,2023-12-23,yang bisa dilakukan moderator ketika debat: 1. mempersilakan penanya untuk menjelaskan kepanjangan sgie secara singkat dalam kapasitas menjawab 2. memperingatkan untuk menjelaskan akronim2 yang dipakai  pun moderator ga tau maksudnya  tapi moderator di sini cuma jd time keeper 😂
2023-12-05 05:45:24+07:00,1731806941457047802,@Dennysiregar7 Udah diakui.. Si anis dkk yg usulin Salut kali ini lu ga langsung fitnah... Ga kaya kawan kawan lu...  Jaga kualitas lu bro... Mantab https://t.co/KfTmWOnH0w,0,0,0,0,id,1345553197952245760,1731283357323976759,BETA_sayange,https://twitter.com/BETA_sayange/status/1731806941457047802,,,Wapres,Imin,P1,2023-12-05,@dennysiregar7 udah diakui.. si anis dkk yg usulin salut kali ini lu ga langsung fitnah... ga kaya kawan kawan lu...  jaga kualitas lu bro... mantab https://t.co/kftmwonh0w
2023-12-08 04:25:29+07:00,1732873989977182371,Bulan maret 2024 dapet pengumuman selamat dan ada barcode pendaftaran,36,36,402,1108,id,1698517789697294336,1732873989977182371,gibbstudyy,https://twitter.com/gibbstudyy/status/1732873989977182371,,"Palembang, South Sumatra",Wapres,Gibran,P2,2023-12-08,bulan maret 2024 dapet pengumuman selamat dan ada barcode pendaftaran
2023-12-07 10:05:06+07:00,1732597069226123471,Wkwk cawapres yg didukung demokrat 😃 https://t.co/p7tAP6J7Qv,18,85,193,620,id,1270980383761330176,1732597069226123471,Tan_Mar3M,https://twitter.com/Tan_Mar3M/status/1732597069226123471,,,Wapres,Gibran,P2,2023-12-07,wkwk cawapres yg didukung demokrat 😃 https://t.co/p7tap6j7qv
2023-12-05 00:05:15+07:00,1731721336773615908,Cak  Indonesia bukan Stadion. Bangun stadion bertaraf internasional tidak cukup utk menggambarkan keberhasilan  https://t.co/mk6DHaatO8  Kompascom+ baca berita tanpa iklan: https://t.co/2Jwtus8c4i Download aplikasi: https://t.co/PYCaRbCCcT https://t.co/mk6DHaatO8,0,0,0,0,id,1179824329,1731721336773615908,juarajuntak,https://twitter.com/juarajuntak/status/1731721336773615908,,Tangerang,Wapres,Imin,P1,2023-12-05,cak  indonesia bukan stadion. bangun stadion bertaraf internasional tidak cukup utk menggambarkan keberhasilan  https://t.co/mk6dhaato8  kompascom+ baca berita tanpa iklan: https://t.co/2jwtus8c4i download aplikasi: https://t.co/pycarbccct https://t.co/mk6dhaato8
2023-12-25 19:00:51+07:00,1739254876729921836,"TIM KOSMETIKA BERMUNCULAN |  Konsekuensi logis memoles stunting nalar"" anak haram konstitusi dengan segala hafalannya.  'Thick headed. Songong. ""Kosong"". . . | Pinjèm dulu 1 4 M 😁🐸 #AnakHaramKonstitusi https://t.co/dzKT825WRv""",8,96,236,669,id,1159689173340585984,1739254876729921836,__AnakKolong,https://twitter.com/__AnakKolong/status/1739254876729921836,,Wherever you're not lookin',Wapres,Gibran,P2,2023-12-25,"tim kosmetika bermunculan |  konsekuensi logis memoles stunting nalar"" anak haram konstitusi dengan segala hafalannya.  'thick headed. songong. ""kosong"". . . | pinjèm dulu 1 4 m 😁🐸 #anakharamkonstitusi https://t.co/dzkt825wrv"""
