created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,date
2023-12-09 21:06:02+07:00,1733488175111344328,“nanti pilih anies  prabowo atau ganjar?” BLUD GW MAU PILIH LU BUAT JADI PENDAMPING HIDUP GUA https://t.co/qREe4PAv2Z,0,0,1,1,in,1059218345742880768,1733488175111344328,sznthegoat,https://twitter.com/sznthegoat/status/1733488175111344328,https://pbs.twimg.com/media/GA6WTf0boAAKyO3.jpg,infp 4w5 | ENG/ID ,Pres,2023-12-09
2023-12-05 14:20:10+07:00,1731936485258223843,Cak Imin Janji Dana Otsus Aceh Diperpanjang Sampai Kiamat  Cawapres Muhaimin Iskandar berjanji akan memperpanjang dana otsus Aceh. Bahkan Cak Imin menyebut bila perlu diperpanjang hingga kiamat untuk kepentingan rakyat.  &gt;&gt; https://t.co/cPwPSOorFH  Via: @detiksumut_,15,118,13,127,in,69183155,1731936485258223843,detikcom,https://twitter.com/detikcom/status/1731936485258223843,,"Jakarta, Indonesia",Wapres,2023-12-05
2023-12-23 20:29:30+07:00,1738552413043196211,Amin🇹🇷 https://t.co/kJK9hrQBjg,0,1,6,58,en,1020685621,1738552413043196211,Ayhankahraman0,https://twitter.com/Ayhankahraman0/status/1738552413043196211,https://pbs.twimg.com/media/GCCUM6lWYAA66aW.jpg,"Van, Türkiye",Akronim,2023-12-23
2023-12-13 02:25:46+07:00,1734655801971908738,@Gerindra Prabowo arogan bngt kata2 nya Gak ada santai2nya ambisius bngt nyerang Anies.. Makin tua bukan makin lembut malah bringas . Gua jdi takut kalo dia jadi persiden kasus 98 terulang lagi gak yah..??? 😓😓 Takut di culik,0,8,8,62,in,1070798687327186945,1734569481027166635,Karinbahary2,https://twitter.com/Karinbahary2/status/1734655801971908738,,"İstanbul, Türkiye",Pres,2023-12-13
2023-12-23 07:35:56+07:00,1738357737766191142,Anies : https://t.co/3MNEyOh3Ed,0,1,0,1,en,465356974,1738357737766191142,manuel_lim30,https://twitter.com/manuel_lim30/status/1738357737766191142,https://pbs.twimg.com/tweet_video_thumb/GB_jJNvboAAX5OJ.jpg,"Milwaukee, USA",Pres,2023-12-23
2023-12-10 14:03:22+07:00,1733744194475442507,@ainunnajib Trend PKB  Nasdem  dan PKS  akan positif. Suara ke-3 partai ini  tak mungkin tergerus partai lain. Nasdem ambil moment calonkan Anies  PKB calonkan Muhaimin jls akan membuat partai ini lbh atraktif. PKS jg bisa jg konstituen. PKB+Nasdem+PKS &gt;30%. Prediksi Anies lebih dari itu.,0,0,0,4,in,1471987180968943624,1733678548890853403,getteng_hola,https://twitter.com/getteng_hola/status/1733744194475442507,,,Wapres,2023-12-10
2023-12-09 14:20:03+07:00,1733386005494059367,"2014 gue bilang jadi peneliti itu asik"" 🤣  2014 akhir gue juara 1 LKIR LIPI. 2015 gue sama Pak LTH ke US. Menang science fair  cuma dapet $500 wkwk  Bangsat ni negara gue ga dikasi apa apa  cuma foto sama Anies di kemdikbud. Beasiswa juga struggle sendiri akhirnya dapet… https://t.co/F5eQ9r9N7Z""",2,3,9,38,in,255809652,1733386005494059367,lucaxyzz,https://twitter.com/lucaxyzz/status/1733386005494059367,https://pbs.twimg.com/media/GA44yhGbQAA_S0I.jpg,Jakarta,Pres,2023-12-09
2023-12-19 09:36:55+07:00,1736938631695319167,Apakah ini Gus M yg suka keliling ke Kiyai dan membujuk Kiyai untuk tidak dukung Anies dan Muhaimin dengan imbalan 1 M.?????,0,6,13,27,in,1465630153145417734,1736938631695319167,Obay_Kusut1981,https://twitter.com/Obay_Kusut1981/status/1736938631695319167,,Jakarta Capital Region,Wapres,2023-12-19
2023-12-14 19:30:32+07:00,1735276083673465184,@cryptowasta   pfttt they dont know ab $fufu  I SAID IT BEFORE AND I’LL SAY IT AGAIN‼️  HIGHER. https://t.co/Odm1PdUmzI,0,1,0,3,en,1254073776834252801,1735276083673465184,AminOnSol,https://twitter.com/AminOnSol/status/1735276083673465184,https://pbs.twimg.com/media/GBTwZqRWkAA6acE.jpg,,Akronim,2023-12-14
2023-12-27 13:17:54+07:00,1739893349224444128,Barisan Para USTADZ / ULAMA Pendukung AMIN (ANIES - MUHAIMIN)  Mari Menjadi CERDAS &amp; WARAS bersama Barisan para USTADZ / ULAMA PANUTAN KITA ✊🇮🇩  BERSAMA AMIN (ANIES - MUHAIMIN) mari kita sambut Perubahan untuk INDONESIA yang lebih BAIK   SALAM DARI RELAWAN AMIN https://t.co/rkflzONd4z,0,3,13,29,in,158162219,1739893349224444128,arwidodo,https://twitter.com/arwidodo/status/1739893349224444128,https://pbs.twimg.com/ext_tw_video_thumb/1739893105245974528/pu/img/699E0TqikuyD1uTw.jpg,Indonesia,Wapres,2023-12-27
2023-12-12 23:08:26+07:00,1734606144344326312,Dan saya tidak Takut tidak punya Jabatan Mas Anies .....!!PREEETTTT Buktinya hanya karna utk menduduki Jabatan MENHAN saja Pak Gemoy langsung Unyuk unyuk Jilat Pantat. Jadi anak buah Jkw. Yang tadinya koar nepuk2 meja jadi Oposisi.  Lagian kok Baper Debat Presiden gak beratiket https://t.co/TfaA6yMj0B,2,4,6,27,in,1667233216091279363,1734606144344326312,Andria75777,https://twitter.com/Andria75777/status/1734606144344326312,https://pbs.twimg.com/ext_tw_video_thumb/1734606092083290112/pu/img/RlLdh1kBr9SjBIR4.jpg,"Jabodetabek, Indonesia",Pres,2023-12-12
2023-12-22 21:59:22+07:00,1738212640114274351,Calon wakil presiden (cawapres) nomor urut 1  Muhaimin Iskandar ingin membangun 40 kota selevel DKI Jakarta jika menang Pilpres 2024.  Cek deh di video  ini respons Mahfud MD.   Jangan lupa  nonton YouTube Najwa Shihab dan website Narasi. Sekarang ya.    #SuaraPenentu | Narasi… https://t.co/gyrgI33TVx,2,7,13,38,in,1158355819512991747,1738212640114274351,NarasiNewsroom,https://twitter.com/NarasiNewsroom/status/1738212640114274351,https://pbs.twimg.com/amplify_video_thumb/1738212153105285120/img/WUk7GRlAvG-6p0Uy.jpg,,Wapres,2023-12-22
2023-12-19 22:06:37+07:00,1737127302063182207,@CNNIndonesia Lanjutkan pak Anies lebih cepat lebih baik,0,0,0,0,in,1726124908806336512,1736967459092246590,lenywati462,https://twitter.com/lenywati462/status/1737127302063182207,,,Pres,2023-12-19
2023-12-22 19:26:48+07:00,1738174246700863931,THIS IS THE REASON THE WEST BLACKMAILED AND LIED AGAINST  IDI AMIN THAT HE IS A DICTATOR  BECAUSE HE WAS FIGHTING FOR ECONOMIC LIBERATION OF UGANDA AND AFRICAN STATES AS THE CHAIRMAN OF OAU https://t.co/xG14K81lN0,0,1,10,21,en,1656699366394961920,1738174246700863931,AmadiohaOd3671,https://twitter.com/AmadiohaOd3671/status/1738174246700863931,https://pbs.twimg.com/ext_tw_video_thumb/1738143743398518785/pu/img/9UkJ_e9rSFqtAvM8.jpg,abuja ,Akronim,2023-12-22
2023-12-28 23:58:49+07:00,1740417028098244850,🚀NЕW CRAZY PUMP PROJECT🚀 https://t.co/g9kWj1AE8u  @Amin_Dolati99 @asmvvcc @momhudson @Susanurban13,0,0,0,0,en,1728870333757681664,1740417028098244850,primints131093,https://twitter.com/primints131093/status/1740417028098244850,,,Akronim,2023-12-28
2023-12-10 18:13:41+07:00,1733807191868752281,“anak Anies dan Ganjar” (Sorry to focus on that) 😭 https://t.co/3upBpkmEHE,0,1,0,0,en,1577880984087072768,1733807191868752281,attentiomn,https://twitter.com/attentiomn/status/1733807191868752281,https://pbs.twimg.com/media/GA-4c9xagAAwHpt.jpg,,Pres,2023-12-10
2023-12-23 22:05:44+07:00,1738576630455709932,Di antara para kandidat  Mahfud MD tampil paling berwawasan  memberikan penampilan yang menggabungkan kedalaman pengetahuan dengan sikap yang tenang  meskipun agak monoton. https://t.co/LNoB8MMpDF,0,0,0,2,in,1679104428635467778,1738576630455709932,seti4w4ngirsang,https://twitter.com/seti4w4ngirsang/status/1738576630455709932,,,Wapres,2023-12-23
2023-12-09 23:12:04+07:00,1733519895273553962,@AminBalad3788 @aniesbaswedan @cakimiNOW @zainul_munas AMIN ANIES MUHAIMIN MENGANG #AniesMuhaimin2024  @aniesbaswedan  @cakimiNOW,0,0,0,0,in,1615304115403493376,1733494488361017761,JCengha,https://twitter.com/JCengha/status/1733519895273553962,,,Wapres,2023-12-09
2023-12-28 11:52:26+07:00,1740234229198557439,Hebat banget sih Pak 😭  #bengkulu  #anies #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1 https://t.co/Bn965rbfCX,12,12,472,983,in,836539655478624258,1740234229198557439,aniesmania,https://twitter.com/aniesmania/status/1740234229198557439,https://pbs.twimg.com/ext_tw_video_thumb/1740234163020767232/pu/img/cuJLeTZZhCnOwZyA.jpg,,Pres,2023-12-28
2023-12-15 09:13:48+07:00,1735483262871486559,Wakanda no more Indonesia forever https://t.co/1U61Iw2M4K,57,192,1748,5955,in,1490116879,1735483262871486559,cakimiNOW,https://twitter.com/cakimiNOW/status/1735483262871486559,https://pbs.twimg.com/amplify_video_thumb/1735482553266573312/img/xBa2YpNySehlu7Ap.jpg,Indonesia,Wapres,2023-12-15
2023-12-24 07:43:05+07:00,1738721924854038627,@PutraErlangga95 Amii Muhaimin nomer 1,0,0,0,0,tr,1728546321471352832,1734559037415674038,EkoImam560582,https://twitter.com/EkoImam560582/status/1738721924854038627,,,Wapres,2023-12-24
2023-12-12 20:06:34+07:00,1734560372584313178,Agak laen Debat Capres kali ini  Pak Anies dan Gus Muhaimin tampil sangat Berwibawa #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/sFX3hKx7lk,0,2,0,1,in,3114292018,1734560372584313178,brosamsulae,https://twitter.com/brosamsulae/status/1734560372584313178,https://pbs.twimg.com/ext_tw_video_thumb/1734560340384550912/pu/img/-RLTGtnJqLHoDgqh.jpg,"Ngawi, Jawa Timur",Wapres,2023-12-12
2023-12-22 15:03:54+07:00,1738108083904172449,Amin amin https://t.co/yMMEude05P,0,0,0,50,en,1578063082504454145,1738108083904172449,CemalEr180,https://twitter.com/CemalEr180/status/1738108083904172449,https://pbs.twimg.com/media/GB8AFTDW4AAH0QS.jpg,İstanbul,Akronim,2023-12-22
2023-12-28 14:26:06+07:00,1740272898001318264,AMIN TRIP LINTAS JAWA BALI  ANIES MUHAIMIN MENANG INDONESIA GEMILANG  150 relawan AMIN mulai hari ini melakukan lintas Jawa Bali. Mrk tebar harapan n ajakan kerja keras jg kerja cerdas.  Anies Muhamin menang Indonesia gemilang.  In sya Allah. Aamiin.  https://t.co/ArcrNPfLt0,0,0,14,20,in,1657081541942734850,1740272898001318264,CAMERALIVE6849,https://twitter.com/CAMERALIVE6849/status/1740272898001318264,,,Wapres,2023-12-28
2023-12-15 21:28:25+07:00,1735668136454582301,Peresmian Posko Pemenangan Balad Amin Desa Nagori Bosar Kecamatan Panombeian Pane Kabupaten Simalungun - SUMUT 14-12-2023 #BaladAmin  @aniesbaswedan  @cakimiNOW  @DPP_PKB @DPNAminBalad  @zainul_munas https://t.co/GSEv4jSN4g,1,0,15,40,in,1484121627575357444,1735668136454582301,BagusMuhaiminS1,https://twitter.com/BagusMuhaiminS1/status/1735668136454582301,https://pbs.twimg.com/media/GBZU9B-W4AAMOsG.jpg,"Simalungun, Sumatera Utara",Wapres,2023-12-15
2023-12-09 23:51:32+07:00,1733529826840240401,ANIES &amp; MUHAIMIN adalah pilihan dari hati nurani rakyat. ingat nomor 1 tujuan menuju perubahan ya https://t.co/YmrrHkg8IV,0,0,0,0,in,1331898132670468096,1733529826840240401,ass_umay,https://twitter.com/ass_umay/status/1733529826840240401,https://pbs.twimg.com/media/GA68L_da0AA35vz.jpg,,Wapres,2023-12-09
2023-12-12 12:35:44+07:00,1734446919148245095,Pie cok anies https://t.co/4fQyUehZJI,0,0,0,0,en,1566349048160067584,1734446919148245095,infotokek,https://twitter.com/infotokek/status/1734446919148245095,https://pbs.twimg.com/ext_tw_video_thumb/1734446899967762432/pu/img/tmnS9iFmM1I0TwPw.jpg,Palembang,Pres,2023-12-12
2023-12-23 08:52:03+07:00,1738376892913463752,Pak muhaimin mirip ehsanny upin ipin ga si wkwkw,0,0,0,0,in,1728806910194032640,1738376892913463752,Mr_V5758,https://twitter.com/Mr_V5758/status/1738376892913463752,,"Kota Surabaya, Jawa Timur",Wapres,2023-12-23
2023-12-23 09:27:15+07:00,1738385751895662996,@fanti_boy Someone that gained the certificate through apprenticeship what can he offer?,0,0,2,2,en,1664103477381873664,1738273927858684134,muhym52450,https://twitter.com/muhym52450/status/1738385751895662996,,,Wapres,2023-12-23
2023-12-29 20:20:29+07:00,1740724471433228691,Wah rame Yaudah saya cuma mau ingetin 14 Februari 2024 jangan lupa pilih Anies Baswedan - Muhaimin Iskandar 🙏🙏🙏,0,3,4,171,in,1493170253995462662,1740699458625839498,kukeKIKEkoke,https://twitter.com/kukeKIKEkoke/status/1740724471433228691,,,Wapres,2023-12-29
2023-12-26 13:15:56+07:00,1739530466431226163,@doododooo Yg anda tunjukan pun salah pertanyaan awal Gibran : bagaimana langkah gus muhaimin menaikan peringkat indonesia di SGIE langkahnya yg ditanya. saat ini indonesia berada di possisi 4 apa langkah gus supaya indo bisa naik ke 3 2 1. Gitu loh mba/mas percuma saya jelasin sebenarnya https://t.co/U1Px8y8sUy,0,1,0,0,in,1396827647183708160,1738206404668961226,yukifoya,https://twitter.com/yukifoya/status/1739530466431226163,https://pbs.twimg.com/media/GCQNvJ1bgAEWnOJ.jpg,,Wapres,2023-12-26
2023-12-16 05:03:49+07:00,1735782741801894399,1 Juta Jubir Desa Anies-Muhaimin (AMIN) sebagai penyambung lidah AMIN kepada masyarakat tentang visi misi dan untuk mengkonsolidasikan kekuatan pendukung AMIN. Termasuk dalam mengawal suara-suara di desa bagi AMIN.   #YukJadiJubirAMIN  #AniesMuhaimin2024  @cakimiNOW  @DPP_PKB https://t.co/PinQUYaRQ5,0,0,0,1,in,1598490249700614145,1735782741801894399,Irhandayani383,https://twitter.com/Irhandayani383/status/1735782741801894399,https://pbs.twimg.com/media/GBa9NGxaoAAdqSj.jpg,,Wapres,2023-12-16
2023-12-23 17:49:27+07:00,1738512135721033793,Yg ragu DP 0rupiah dengerin yak .bagus dan udah di pakai di hampir semua developer  Dulu sebelum cari tahu ttg pak Anies jg ragu tp setelah lumayan banyak tahu pak Anies sangat masuk akal. Membuat nalar waras ☝️😁😍💛  @aniesbaswedan   #AMINkanIndonesia,0,2,10,18,in,230652338,1738512135721033793,AnnaYellowHeart,https://twitter.com/AnnaYellowHeart/status/1738512135721033793,,AtPeace☝️💛,Pres,2023-12-23
