id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Verified
332064271305424896,332064271305424896,2013-05-08 16:27:46 SE Asia Standard Time,2013-05-08,16:27:46,700,343518524,berita_fakta_,Berita Fakta,,Hatta Rajasa News : Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Republika Online  http://t.co/FNvFhrGvtc,in,[],['http://ow.ly/2wIvUu'],[],0,0,0,[],[],https://twitter.com/Berita_fakta_/status/332064271305424896,False,,0,,,,,,,,[],,,,,No
332067652849762305,332067652849762304,2013-05-08 16:41:12 SE Asia Standard Time,2013-05-08,16:41:12,700,315145970,theglobejournal,The Globe Journal,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: Laporan pemeriksaan IUU Fishing  antara BPK RI dengan J...  http://t.co/mbqnFDVUvT,in,[],['http://bit.ly/12TIlIx'],[],0,0,0,[],[],https://twitter.com/theglobejournal/status/332067652849762305,False,,0,,,,,,,,[],,,,,No
332069912010977280,332069912010977280,2013-05-08 16:50:11 SE Asia Standard Time,2013-05-08,16:50:11,700,343537870,leesasaseso1879,Eza Legina Saputra,,Aburizal Bakrie News Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Republika Online: Republika Onlin...  http://t.co/7bKk81nxcF,in,[],['http://bit.ly/15EBMRb'],[],0,0,0,[],[],https://twitter.com/Leesasaseso1879/status/332069912010977280,False,,0,,,,,,,,[],,,,,No
332071804921319424,332071804921319424,2013-05-08 16:57:42 SE Asia Standard Time,2013-05-08,16:57:42,700,18554228,sunotes,Catatan Matahari,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/PqC7ldNxeq #finance,in,[],['http://bit.ly/15p0h55'],[],0,0,0,['finance'],[],https://twitter.com/sunotes/status/332071804921319424,False,,0,,,,,,,,[],,,,,No
332072311282868226,332072311282868224,2013-05-08 16:59:43 SE Asia Standard Time,2013-05-08 00:00:00,16:59:43,700,68930552,mediaindonesia,Media Indonesia,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/71KcfP2ZTa,in,[],['http://bit.ly/10p9jfl'],[],0,1,0,[],[],https://twitter.com/mediaindonesia/status/332072311282868226,False,,0,,,,,,,,[],,,,,Yes
332072327548387328,332072327548387328,2013-05-08 16:59:47 SE Asia Standard Time,2013-05-08,16:59:47,700,148333341,topi_jerami,Il Pinturicchio,,#News: Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan poten...  http://t.co/ivTYfDYOnZ,in,[],['http://bit.ly/13xayHS'],[],0,0,0,['news'],[],https://twitter.com/Topi_Jerami/status/332072327548387328,False,,0,,,,,,,,[],,,,,No
332072337103015937,332072337103015936,2013-05-08 16:59:49 SE Asia Standard Time,2013-05-08,16:59:49,700,116155386,tukang_update,News Update,,#News: Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan p...  http://t.co/AdcgtrCVOm #TU,in,[],['http://bit.ly/13xaw30'],[],0,0,0,"['news', 'tu']",[],https://twitter.com/Tukang_Update/status/332072337103015937,False,,0,,,,,,,,[],,,,,No
332072347697823744,332072347697823744,2013-05-08 16:59:51 SE Asia Standard Time,2013-05-08,16:59:51,700,476905814,newbiesbb,BB Newbies,,@newbiesBB Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ...  http://t.co/9Wtdfu6JNp #bbnewbies,in,[],['http://bbnew.be/10p9mb1'],[],0,0,0,['bbnewbies'],[],https://twitter.com/NewbiesBB/status/332072347697823744,False,,0,,,,,,,,[],,,,,No
332072369495625728,332072369495625728,2013-05-08 16:59:57 SE Asia Standard Time,2013-05-08,16:59:57,700,241422968,dinozil,Dimas Aditya,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/Cid6CoOG6g,in,[],['http://bit.ly/13xayHS'],[],0,0,0,[],[],https://twitter.com/dinozil/status/332072369495625728,False,,0,,,,,,,,[],,,,,No
332072380216262656,332072380216262656,2013-05-08 16:59:59 SE Asia Standard Time,2013-05-08,16:59:59,700,241433529,topiktimeline,Topik Timeline,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/YDI8qg3cnD,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/TopikTimeline/status/332072380216262656,False,,0,,,,,,,,[],,,,,No
332072389951238145,332072389951238144,2013-05-08 17:00:02 SE Asia Standard Time,2013-05-08,17:00:02,700,109802725,fajars87,Fajar Suryanto,,#fajars87 Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena dit...  http://t.co/oDnQqsjnJa #metrotv,in,[],['http://bit.ly/13xaw30'],[],0,0,0,"['fajars87', 'metrotv']",[],https://twitter.com/fajars87/status/332072389951238145,False,,0,,,,,,,,[],,,,,No
332072413036695552,332072413036695552,2013-05-08 17:00:07 SE Asia Standard Time,2013-05-08,17:00:07,700,1110894450,skh_management,SKH MANAGEMENT®,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemuk...  http://t.co/M0qpm3XdJc | Via: MetroTV,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/SKH_Management/status/332072413036695552,False,,0,,,,,,,,[],,,,,No
332072434389893120,332072434389893120,2013-05-08 17:00:12 SE Asia Standard Time,2013-05-08,17:00:12,700,352869746,daikoda_,Faiz Naufal Rozan,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan potensi keru...  http://t.co/cMjvflGArq,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/Daikoda_/status/332072434389893120,False,,0,,,,,,,,[],,,,,No
332072460956610560,332072460956610560,2013-05-08 17:00:18 SE Asia Standard Time,2013-05-08,17:00:18,700,1275156565,updetik,Tweet Berita,,#TweetBerita - Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/TVjnM7ShE4,in,[],['http://bit.ly/13xaw30'],[],0,0,0,['tweetberita'],[],https://twitter.com/updetik/status/332072460956610560,False,,0,,,,,,,,[],,,,,No
332072464265908224,332072464265908224,2013-05-08 17:00:19 SE Asia Standard Time,2013-05-08,17:00:19,700,1349101902,mripatem,mripatem,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing,in,[],[],[],0,0,0,[],[],https://twitter.com/mripatem/status/332072464265908224,False,,0,,,,,,,,[],,,,,No
332072464416915457,332072464416915456,2013-05-08 17:00:19 SE Asia Standard Time,2013-05-08,17:00:19,700,1113742616,kh2209fr,KH2209FR,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing,in,[],[],[],0,0,0,[],[],https://twitter.com/KH2209FR/status/332072464416915457,False,,0,,,,,,,,[],,,,,No
332072481991032833,332072481991032832,2013-05-08 17:00:23 SE Asia Standard Time,2013-05-08,17:00:23,700,1240891854,info_bulungan,Info Bulungan,,#InfoAktual Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan ...  http://t.co/GxBDMHuVyy,in,[],['http://bit.ly/10p9t6f'],[],0,0,0,['infoaktual'],[],https://twitter.com/info_Bulungan/status/332072481991032833,False,,0,,,,,,,,[],,,,,No
332072497312854016,332072497312854016,2013-05-08 17:00:27 SE Asia Standard Time,2013-05-08,17:00:27,700,1003668061,kahfidh_da,Fidhu Ashilansyah,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan potensi keru...  http://t.co/DYkAbg86ZA,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/Kahfidh_DA/status/332072497312854016,False,,0,,,,,,,,[],,,,,No
332072513943252992,332072513943252992,2013-05-08 17:00:31 SE Asia Standard Time,2013-05-08,17:00:31,700,1130473200,jbmjt,JualBeliMobilJatim,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan potensi keru...  http://t.co/paLe36hdlZ,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/JBMJT/status/332072513943252992,False,,0,,,,,,,,[],,,,,No
332072531739693056,332072531739693056,2013-05-08 17:00:35 SE Asia Standard Time,2013-05-08,17:00:35,700,1374493460,wirabujana,Wirabujana,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan potensi keru...  http://t.co/ma51gP9oMd,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/wirabujana/status/332072531739693056,False,,0,,,,,,,,[],,,,,No
332073062105219073,332073062105219072,2013-05-08 17:02:42 SE Asia Standard Time,2013-05-08,17:02:42,700,435026162,berita_politik,Berita Politik,,[Media Indo] Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/Ats6jOwZD1  #berita,in,[],['http://bit.ly/10p9jfl'],[],0,0,0,['berita'],[],https://twitter.com/berita_politik/status/332073062105219073,False,,0,,,,,,,,[],,,,,No
332073071936667649,332073071936667648,2013-05-08 17:02:44 SE Asia Standard Time,2013-05-08,17:02:44,700,126045187,nicelinkclub,NiceLink,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Metro TV News: Indonesia-Malaysia Rampungkan Pemeriksa...  http://t.co/ScXVcUrBcw,in,[],['http://tinyurl.com/cwaeul8'],[],0,0,0,[],[],https://twitter.com/nicelinkclub/status/332073071936667649,False,,0,,,,,,,,[],,,,,No
332073691036917760,332073691036917760,2013-05-08 17:05:12 SE Asia Standard Time,2013-05-08,17:05:12,700,1121089464,sekitarsulawesi,Sekitar Sulawesi,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Metro TV News  http://t.co/te1gjU1qHU #SulawesiBarat,in,[],['http://bit.ly/10paCuF'],[],0,0,0,['sulawesibarat'],[],https://twitter.com/SekitarSulawesi/status/332073691036917760,False,,0,,,,,,,,[],,,,,No
332073761429925890,332073761429925888,2013-05-08 17:05:29 SE Asia Standard Time,2013-05-08,17:05:29,700,343529705,hansaboba6397,berita malaysia,,Hatta Rajasa News : Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Metro TV News: Indonesia-Malaysia ...  http://t.co/PV1TijvsHr,in,[],['http://bit.ly/13xc7Wq'],[],0,0,0,[],[],https://twitter.com/Hansaboba6397/status/332073761429925890,False,,0,,,,,,,,[],,,,,No
332074029391425536,332074029391425536,2013-05-08 17:06:32 SE Asia Standard Time,2013-05-08,17:06:32,700,1280147215,aa20s,,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan potens...  http://t.co/uXrAja6CGn #_iTW,in,[],['http://bit.ly/10p9t6f'],[],0,0,0,['_itw'],[],https://twitter.com/AA20s/status/332074029391425536,False,,0,,,,,,,,[],,,,,No
332074740263034880,332074740263034880,2013-05-08 17:09:22 SE Asia Standard Time,2013-05-08,17:09:22,700,146773418,alegansa_,Ale,,#Serumpun RT @MIdotcom: Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/5GF1TFlKQc,in,"[{'screen_name': 'midotcom', 'name': 'midotcom', 'id': '709946932563615744'}]",['http://bit.ly/10p9jfl'],[],0,0,0,['serumpun'],[],https://twitter.com/AleGansa_/status/332074740263034880,False,,0,,,,,,,,[],,,,,No
332075931642523649,332075931642523648,2013-05-08 17:14:06 SE Asia Standard Time,2013-05-08,17:14:06,700,560473070,mysisterstore,Grosir Tas Vintage,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/QwJcfZppsB,in,[],['http://dlvr.it/3LNSrs'],[],0,0,0,[],[],https://twitter.com/MySisterStore/status/332075931642523649,False,,0,,,,,,,,[],,,,,No
332075984331354112,332075984331354112,2013-05-08 17:14:18 SE Asia Standard Time,2013-05-08,17:14:18,700,630166806,seindonesia,seluruh Indonesia,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/joNtAG6ARj,in,[],['http://dlvr.it/3LNTCX'],[],0,0,0,[],[],https://twitter.com/seIndonesia/status/332075984331354112,False,,0,,,,,,,,[],,,,,No
332076423802146816,332076423802146816,2013-05-08 17:16:03 SE Asia Standard Time,2013-05-08,17:16:03,700,398720194,traumka,`,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Metro TV News  http://t.co/sjhxtd2OwL,in,[],['http://dlvr.it/3LNV6k'],[],0,0,0,[],[],https://twitter.com/traumka/status/332076423802146816,False,,0,,,,,,,,[],,,,,No
332076425546969090,332076425546969088,2013-05-08 17:16:04 SE Asia Standard Time,2013-05-08,17:16:04,700,630537619,samarindatweet,Twit Samarinda,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Metro TV News  http://t.co/LJaQn4QSjp,in,[],['http://dlvr.it/3LNV7K'],[],0,0,0,[],[],https://twitter.com/SamarindaTweet/status/332076425546969090,False,,0,,,,,,,,[],,,,,No
332079512923807744,332079512923807744,2013-05-08 17:28:20 SE Asia Standard Time,2013-05-08,17:28:20,700,343518524,berita_fakta_,Berita Fakta,,Hatta Rajasa News : Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing - Metro TV News  http://t.co/QTNBPtvI6B,in,[],['http://ow.ly/2wIzT9'],[],0,0,0,[],[],https://twitter.com/Berita_fakta_/status/332079512923807744,False,,0,,,,,,,,[],,,,,No
332082562312847360,332082562312847360,2013-05-08 17:40:27 SE Asia Standard Time,2013-05-08,17:40:27,700,252461725,kaskusregaceh,RATM,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/3sF1dgU1wB,in,[],['http://bit.ly/12TIlIx'],[],0,0,0,[],[],https://twitter.com/KaskusRegAceh/status/332082562312847360,False,,0,,,,,,,,[],,,,,No
332082568679784451,332082568679784448,2013-05-08 17:40:28 SE Asia Standard Time,2013-05-08,17:40:28,700,448106343,ilovetapaktuan,Kota Naga Tapaktuan,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/TwU1XB74Sy #TweetTaluaks,in,[],['http://bit.ly/12TIlIx'],[],0,0,0,['tweettaluaks'],[],https://twitter.com/iloveTapaktuan/status/332082568679784451,False,,0,,,,,,,,[],,,,,No
332082581438885889,332082581438885888,2013-05-08 17:40:31 SE Asia Standard Time,2013-05-08,17:40:31,700,227955006,bandaacehnews,Banda Aceh-News,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/89CuAcTIy6 #BNAnews,in,[],['http://bit.ly/12TIlIx'],[],0,0,0,['bnanews'],[],https://twitter.com/BandaAcehNews/status/332082581438885889,False,,0,,,,,,,,[],,,,,No
332082586421714944,332082586421714944,2013-05-08 17:40:33 SE Asia Standard Time,2013-05-08,17:40:33,700,124356761,fadelpase,Fadel Aziz Pase,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: Laporan pemeriksaan IUU Fishing  antara BPK RI dengan J...  http://t.co/6y8SzKKGI6,in,[],['http://bit.ly/12TIlIx'],[],0,0,0,[],[],https://twitter.com/Fadelpase/status/332082586421714944,False,,0,,,,,,,,[],,,,,No
332083296999702528,332083296999702528,2013-05-08 17:43:22 SE Asia Standard Time,2013-05-08,17:43:22,700,241433529,topiktimeline,Topik Timeline,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/YDI8qg3cnD,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/TopikTimeline/status/332083296999702528,False,,0,,,,,,,,[],,,,,No
332083301038833665,332083301038833664,2013-05-08 17:43:23 SE Asia Standard Time,2013-05-08,17:43:23,700,1110894450,skh_management,SKH MANAGEMENT®,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemuk...  http://t.co/M0qpm3XdJc | Via: MetroTV,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/SKH_Management/status/332083301038833665,False,,0,,,,,,,,[],,,,,No
332083305627385857,332083305627385856,2013-05-08 17:43:24 SE Asia Standard Time,2013-05-08,17:43:24,700,1162164919,givariangga15,Givari Angga,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan potensi keru...  http://t.co/ozOgfGHzzR,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/givariangga15/status/332083305627385857,False,,0,,,,,,,,[],,,,,No
332083307313524736,332083307313524736,2013-05-08 17:43:24 SE Asia Standard Time,2013-05-08,17:43:24,700,839159935,set_santos,Santoso,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing: PARALEL audit itu penting karena ditemukan potensi keru...  http://t.co/3wPX9IFwQD,in,[],['http://bit.ly/13xaw30'],[],0,0,0,[],[],https://twitter.com/set_santos/status/332083307313524736,False,,0,,,,,,,,[],,,,,No
332085571512053761,332085571512053760,2013-05-08 17:52:24 SE Asia Standard Time,2013-05-08,17:52:24,700,533813147,targetberita,Target Berita™,,[ #BERITA - MEDIA INDO ] - Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/hoQ0rFQTrz,in,[],['http://bit.ly/10p9jfl'],[],0,0,0,['berita'],[],https://twitter.com/TargetBerita/status/332085571512053761,False,,0,,,,,,,,[],,,,,No
332089310943776768,332089310943776768,2013-05-08 18:07:16 SE Asia Standard Time,2013-05-08,18:07:16,700,109081160,zulkarnaienmuda,naien,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/xauPWPrcjA,in,[],['http://metrotvn.ws/N152156'],[],0,0,0,[],[],https://twitter.com/zulkarnaienmuda/status/332089310943776768,False,,0,,,,,,,,[],,,,,No
332091301501739008,332091301501739008,2013-05-08 18:15:10 SE Asia Standard Time,2013-05-08,18:15:10,700,62748931,d3nun,K. Azis,,RT @republikaonline: Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/xGx82MOTWG cc @islaunhas,in,"[{'screen_name': 'republikaonline', 'name': 'republika.co.id', 'id': '22126902'}, {'screen_name': 'islaunhas', 'name': 'islaunhas', 'id': '364050260'}]",['http://republika.co.id/r/mmh1ie'],[],0,0,0,[],[],https://twitter.com/d3nun/status/332091301501739008,False,,0,,,,,,,,[],,,,,No
332102427564208128,332102427564208128,2013-05-08 18:59:23 SE Asia Standard Time,2013-05-08,18:59:23,700,1174481448,sahabat_amm,Shbt Ali,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/V6Q5r3Qhdk via @republikaonline | @AliMasykurMusa,in,"[{'screen_name': 'republikaonline', 'name': 'republika.co.id', 'id': '22126902'}, {'screen_name': 'alimasykurmusa', 'name': 'ali masykur musa', 'id': '149776322'}]",['http://bit.ly/13hatce'],[],1,1,0,[],[],https://twitter.com/sahabat_amm/status/332102427564208128,False,,0,,,,,,,,[],,,,,No
332102697174061056,332102697174061056,2013-05-08 19:00:27 SE Asia Standard Time,2013-05-08,19:00:27,700,1174481448,sahabat_amm,Shbt Ali,,Indonesia-Malaysia Rampungkan Pemeriksaan IUU Fishing  http://t.co/x7ynvXixZa via @Metro_TV | @AliMasykurMusa,in,"[{'screen_name': 'metro_tv', 'name': 'metro tv', 'id': '57261519'}, {'screen_name': 'alimasykurmusa', 'name': 'ali masykur musa', 'id': '149776322'}]",['http://bit.ly/12fOLD9'],[],0,1,0,[],[],https://twitter.com/sahabat_amm/status/332102697174061056,False,,0,,,,,,,,[],,,,,No
332112725494870017,332112725494870016,2013-05-08 19:40:18 SE Asia Standard Time,2013-05-08,19:40:18,700,1174481448,sahabat_amm,Shbt Ali,,Indonesia-Malaysia rampungkan IUU Fishing  http://t.co/QfHwJn2cwl via @SINDOnews | @AliMasykurMusa,in,"[{'screen_name': 'sindonews', 'name': 'sindonews', 'id': '231355136'}, {'screen_name': 'alimasykurmusa', 'name': 'ali masykur musa', 'id': '149776322'}]",['http://bit.ly/ZPiNiw'],[],0,1,0,[],[],https://twitter.com/sahabat_amm/status/332112725494870017,False,,0,,,,,,,,[],,,,,No
